Summary,Status,Priority,Created,Resolved,Labels,Description
Create local and remote repository from existing project in one step,Done,Low,2020-01-11 17:30:00,2020-11-10 15:11:00,feature - repository - creation,"Using Sourcetree Version: 3.3.6Windows 10 Home (Version 1909, OS Build 18363.535)This is a new PC with a fresh install of SourceTree and I noticed that any operations require a manual refresh (F5) for them to actually show up and display properly under the branch listing and commit window. For example, if I attempt to switch to another branch on my list, The ""Switching Branch"" dialog shows up and the code/files does/do get updated properly.a  But the display itself does not get updated properly until I hit F5. This is a minor annoyance.a "
Impossible to access to the Remote Account page,Done,Low,2021-03-17 16:38:00,2021-04-09 07:25:00,bug - remote - account,Version: ??? - 3.4.3Windows 10 ProHave been using Sourcetree for years now.I don't remember what version I was using when this issue first started but I just upgraded to 3.4.3 and it is still happening.Recently when every I click on New tab > Remote it crashes. I have two Remote repositories: Bitbucket (default/first) and GitHub. Show Organization Repos is checked. It appears to be cashing when trying to query/populate the repo drop down.a a a a 
Cannot install Sourcetree for Windows v.2.4.8.0 on Windows 8,Done,Low,2020-07-25 12:26:00,2020-11-10 05:27:00,bug - installation - windows-8,"Version: 3.2.6The search function stops working after a while.Repo Steps:1) type in part of a known file name2) see the results3) use the BackSpace key to delete the previous search4) repeat these step, about 3-4 times. The search stops working.a Actually, it appears that the search stops working as soon as the results returns back nothing. I have to close the search box and change commits a few times before the search box starts working again.a a "
Timezones not used to display local time in commit summary,Done,Low,2020-07-04 10:42:00,2020-11-10 05:29:00,bug - timezone - commit,"We have migrated from Mercurial and several of our web URL filenames have special UNICODE characters (like: \273 and \267).*Issue 1* However, when these files are checked-out the UNICODE character (\302) is being appended to the other UNICODE character. Thus{code:java}\273{code}is being convert to{code:java}\302\273{code}thus the files looks as if they have been renamed, when in fact they haven't.a *Issue 2*While trying to stage these files (using SourceTree), we get the following error:{code:java}git-c diff.mnemonicprefix=false -c core.quotepath=false --no-optional-locks rm -q -f --ThinkTecture/IdentityManager/Home ï¿½ IdentityManager-IdentityManager Wiki.urlfatal: pathspec 'ThinkTecture/IdentityManager/Home ï¿½ IdentityManager-IdentityManager Wiki.url' did not match any filesCompleted with errors, see above.{code}However, we can stage them if we use git -A from bash.a We have SourceTree's Git Version set to System.a 2.23.0/LibGit2Sharp 0.25.4+g06e64a2235.libgit2-4aecb64 + git-lfs v2.8.0Path: c:\program files\git\cmd\git.exe"
Sort remote repositories dropdown list items,Done,Low,2023-01-16 06:19:00,2023-03-10 04:38:00,bug - remote - repositories - sort,"We have tens, maybe hundreds of user groupings and it is hard to orientate when there is no sort.!image-2023-01-16-12-09-39-572.png|width=635,height=392!"
Unable to use System Mercurial on Sourcetree for Windows,Done,Low,2022-08-15 14:38:00,2023-03-10 04:43:00,bug - mercurial - system,"We have tens, maybe hundreds repositories and it is hard to orientate when there is no sort.a "
Cannot push after upgrading,Done,Low,2022-07-08 14:43:00,2022-07-12 10:24:00,bug - push - upgrade,"What is Atlassians rating for this vulnerability ? * SharpCompress before 0.21.0 is vulnerable to directory traversal, allowing attackers to write to arbitrary files via a ../ (dot dot slash) in a Zip archive entry that is mishandled during extraction. This vulnerability is also known as 'Zip-Slip'. * C:\Program Files (x86)\Atlassian\Sourcetree\SharpCompress.dlla [0.17.1.0]"
Intermitent GitHub/GitLab login window is shown,Done,Low,2021-02-22 06:00:00,2021-10-22 11:34:00,bug - authentication - github - gitlab,"When browsing for remote repositories, SourceTree nicely shows the list of all available Github repositories for my account. When I enter text in the Search box however (text that I know should give me a match), the list goes empty and a red cross icon overlay appears on my Github account. As soon as I clear the search box, the icon overlay dissappears and I get the full list of repos again. Since we have a large amount of repos the search is quite important.Note: my SourceTree Windows version is actually 3.3.8, but Jira doesn't allow me to select that version.*Reproduction* * Open a new tab * Click on the Remote button * Select the appropriate Github account from the list of remote accounts * Watch the list of Github repos populate * Enter text in the Search box that should return a match*Expected result* * The list of repositories is filtered by the entered text*Actual result* * The list of repos turns empty * A red cross icon overlay appears on top of the Github account gravatar * A hover over of the red cross shows mentioning ... validation failed ... (see image)!image-2020-07-28-16-43-56-370.png!"
Setting lost in repository settings dialog.,Done,Low,2020-09-17 09:22:00,2021-01-22 10:31:00,bug - settings - repository,"When changing te remote repository path through Settings > Remotes > Edit, SourceTree crashes after a short while (10 - 30 secs)."
Allow copy and paste of URL generated by Refresh OAuth Token,Done,Low,2020-01-14 08:13:00,2021-02-22 06:01:00,feature - OAuth - URL-copy,"When changing the remote repository path through Settings > Remotes > Edit, SourceTree crashes after a short while (10 - 30 secs)."
"After click menu item ""Copy Path To Clipboard"" app hangs on several seconds",Done,Low,2019-12-04 12:03:00,2020-11-17 14:12:00,bug - UI - copy-path - performance,When click the terminal icon on right top corner button there is nothing happen. The terminal is not opened on SourceTree 3.3.6. This issue occur after I installed the update on 13/01/2020
git mv command is not working properly for folder renaming,Done,Low,2022-09-23 11:47:00,2022-10-19 10:55:00,bug - git-mv - folder-renaming,"When diff tool is Custom and set as below, it works well for single file from File Status tab, but click to External Diff button for stash does nothinga !image-2022-06-07-18-21-34-764.png!!image-2022-06-07-18-21-36-798.png!a "
New branch through hg flow throws error,Done,Low,2019-10-10 15:33:00,2020-10-30 15:09:00,bug - hg-flow - branch,"When I add or modify files locally, Source Tree does not seem to register those changes. The File Status tab says ""Nothing to commit"". Any thoughts?"
Sourcetree history does not update and UI does not update after you Stage files or do a commit on a second monitor,Done,Low,2020-01-19 15:47:00,2020-11-10 15:15:00,bug - UI - refresh - multi-monitor,"When I do any of the following, operation is performed and completed but the UI does not reflect it.||Action||Result||UI View||Current Fix||Result of Fix|||Change Branch|New branch is selected|UI still shows old branch as selected, in bold.|Press F5 to Refresh UI|UI shows new branch selected in bold||Click on Stage All or Stage Selected|Files are moved to Staged Files area|UI still shows empty Staged Files area|Press F5 to Refresh UI|Staged files area shows selected files||Click on Pull Button|Branch is updated|UI does not show that pull was completed. Still shows bubble with number.|Press F5 to Refresh UI|UI shows pull was completed and bubble showing number goes away|These are just a few examples. I am using Windows 10 Pro version 1909. Sourcetree shows version 3.3.6 in Help -> About Sourcetree."
Remote details in a github repository settings don't get saved,Done,Low,2020-07-25 12:54:00,2020-11-10 05:27:00,bug - github - remote-settings,"When I install and start the latest version of Sourcetree, the program crashes after the start. I have to install the old version again, otherwise Sourcetree is not usable for me. This problem has been with me for months.a The last working version is 3.0.17.a After the crash comes an error message with a report option. I use these. But unfortunately there is no improvement with the new updates.The latest version I tried to install is 3.2.6.a I have the latest version of Git installed. 2.23.0"
Sourcetree erroneously closing pageant on exit,Done,Low,2021-04-09 20:53:00,2021-04-22 12:46:00,bug - pageant - exit,When I open the installer the logo pops up and then nothing happens. I have tried running it as administrator but this doesn't work either.a The error says:a *CompositionExceptiona [Errors occurred during discovery.]*a Any help with this would be greatly appreciated!
Terminal Is Not Opened,Done,Low,2020-01-15 00:01:00,2020-11-10 15:13:00,bug - terminal - startup,"When I perform an action the view is not updated to reflect the output of the action. Like, when I doubleclick on a branch, the new branch isn't bolded,, and if I stage a file, the file is staged, but the view isn't updated to reflect that.This happens for me on my new laptop (i9-9980-HK processor) and with a sizeable git repository (100.000+ files). On smaller repositories all works ok. Using <F5> to refesh the view also works.The sourcetree version I use on this new laptop is 3.3.6. My old laptop had no problems like this with the 3.3.4 version, but was much less powerfull (with a i7-7000u range processor.My workaround for now is to press <F5> after each action, so it works, but I would be happy if this issue could be resolved.a Note that I selected Bitbucket and version 3.2.2, but that was because I cannot select the correct versions."
Diff view does not show for mercurial repositories,Done,Low,2023-01-04 15:16:00,2023-01-16 04:22:00,bug - diff - mercurial,When i select a file in history or in uncommitted changes i don't see the diff of the file!image-2023-01-04-16-15-19-797.png!
Unable to save sourcetree to computer,Done,Low,2020-04-01 12:29:00,2020-11-10 15:36:00,bug - installation - save,"When I stage or unstage a file, the screen does not get updated. The only way to see if the files are actually staged, is by pressing 'F5' so the view completely refreshes.Previously the screen updated the view automatically (as I would have expected it to do), so this is something what worked which is now broken.a "
Window position is restored higher than when it shut down,Done,Low,2022-10-20 08:38:00,2022-10-20 08:44:00,bug - UI - window-position,"When I start SourceTree, I get the dos SSH popup then the SourceTree app appears in the back.a  The SourceTree app then crashes usually before I type in the passphrase or just after.It took 4 attempts to start the app today.a  Each of the crashes had an event log entry like the one below.a Faulting application name: SourceTree.exe, version: 3.4.9.0, time stamp: 0x62875751Faulting module name: KERNELBASE.dll, version: 10.0.22621.457, time stamp: 0xf9b807f0Exception code: 0xe0434352Fault offset: 0x000000000008faecFaulting process id: 0x0x57F8Faulting application start time: 0x0x1D8CF40BC48EF00Faulting application path: C:\Users\jm\AppData\Local\SourceTree\app-3.4.9\SourceTree.exeFaulting module path: C:\WINDOWS\System32\KERNELBASE.dllReport Id: 042226f8-0b77-42a0-b99d-bf2797c509c0Faulting package full name:a Faulting package-relative application ID:a "
